,genres,plot_keywords,movie_title,actor_1_name,actor_2_name,actor_3_name,director_name,imdb_score,people,cat
3918,Action|Crime,corrupt sheriff|drug cartel|flash drive|niece|sheriff,Close Range ,Anthony L. Fernandez,Nick Chinlund,Scott Evans,Isaac Florentine,4.9,Anthony_L._Fernandez|Nick_Chinlund|Scott_Evans|Isaac_Florentine,44
3919,Comedy|Romance,title spoken by character,Boynton Beach Club ,Dyan Cannon,Michael Nouri,Brenda Vaccaro,Susan Seidelman,6.5,Dyan_Cannon|Michael_Nouri|Brenda_Vaccaro|Susan_Seidelman,2
3920,Drama|Horror|Mystery|Thriller,child in peril|electroshock therapy|memory|memory loss|teenage girl,Amnesiac ,Olivia Rose Keegan,Patrick Bauchau,Mia Barron,Michael Polish,4.3,Olivia_Rose_Keegan|Patrick_Bauchau|Mia_Barron|Michael_Polish,31
3921,Documentary,cheating|economics|experiment|human nature|sumo wrestling,Freakonomics ,Greg Crowe,James Ransone,Tempestt Bledsoe,Heidi Ewing,6.4,Greg_Crowe|James_Ransone|Tempestt_Bledsoe|Heidi_Ewing,22
3922,Horror,car chase|plot twist|police van|rear ending a car|slasher,High Tension ,C??cile De France,Ma??wenn,Oana Pellea,Alexandre Aja,6.8,C??cile_De_France|Ma??wenn|Oana_Pellea|Alexandre_Aja,1
3923,Comedy|Drama|Romance|Sci-Fi,alter ego|awkwardness|office|scientist|superhero,Griff the Invisible ,Maeve Dermody,Patrick Brammall,Kelly Paterniti,Leon Ford,6.1,Maeve_Dermody|Patrick_Brammall|Kelly_Paterniti|Leon_Ford,2
3924,Action|Horror|Thriller,alaska|climate change|global|polar bear|scientific,Unnatural ,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter,Hank Braxtan,4.0,Q'orianka_Kilcher|Gregory_Cruz|Allegra_Carpenter|Hank_Braxtan,11
3925,Crime|Drama|Music,baby|friend|hip hop|pimp|stripper,Hustle & Flow ,Isaac Hayes,Paula Jai Parker,Elise Neal,Craig Brewer,7.4,Isaac_Hayes|Paula_Jai_Parker|Elise_Neal|Craig_Brewer,3
3926,Comedy|Music|Romance,all girl band|band|cross dressing|musician|yacht,Some Like It Hot ,Nehemiah Persoff,Joe E. Brown,George Raft,Billy Wilder,8.3,Nehemiah_Persoff|Joe_E._Brown|George_Raft|Billy_Wilder,2
3927,Horror,death|jason voorhees|massacre|slaughter|telekinesis,Friday the 13th Part VII: The New Blood ,Kane Hodder,Terry Kiser,William Butler,John Carl Buechler,5.3,Kane_Hodder|Terry_Kiser|William_Butler|John_Carl_Buechler,1
3928,Adventure|Family|Fantasy|Musical,evil witch|tornado|witch|wizard|wizard of oz,The Wizard of Oz ,Margaret Hamilton,Terry,Billie Burke,Victor Fleming,8.1,Margaret_Hamilton|Terry|Billie_Burke|Victor_Fleming,7
3929,Comedy,assistant|castle|experiment|frankenstein's monster|scientist,Young Frankenstein ,Madeline Kahn,Peter Boyle,Teri Garr,Mel Brooks,8.0,Madeline_Kahn|Peter_Boyle|Teri_Garr|Mel_Brooks,17
3930,Horror,barn|film student|hospital|mummy|video camera,Diary of the Dead ,Megan Park,Shawn Roberts,Joe Dinicol,George A. Romero,5.7,Megan_Park|Shawn_Roberts|Joe_Dinicol|George_A._Romero,1
3931,Comedy|Drama|Romance,love|professor of history|radio|satyagraha|unscrupulous builder,Lage Raho Munna Bhai ,Vidya Balan,Sanjay Dutt,Jimmy Shergill,Rajkumar Hirani,8.2,Vidya_Balan|Sanjay_Dutt|Jimmy_Shergill|Rajkumar_Hirani,0
3932,Drama,beekeeper|bound and gagged|dysfunctional family|man with glasses|tied to a chair,Ulee's Gold ,Peter Fonda,Patricia Richardson,Vanessa Zima,Victor Nunez,7.1,Peter_Fonda|Patricia_Richardson|Vanessa_Zima|Victor_Nunez,3
3933,Adventure|Family|Sport,black horse|boy horse relationship|horse|rescued by a horse|training,The Black Stallion ,Teri Garr,Kelly Reno,Hoyt Axton,Carroll Ballard,7.4,Teri_Garr|Kelly_Reno|Hoyt_Axton|Carroll_Ballard,7
3934,Action|Adventure|Animation|Comedy|Sci-Fi,crew|cult film|denmark|earth|wristwatch,Journey to Saturn ,Iben Hjejle,Frank Hvam,Casper Christensen,Thorbj??rn Christoffersen,5.7,Iben_Hjejle|Frank_Hvam|Casper_Christensen|Thorbj??rn_Christoffersen,4
3935,Adventure|Comedy|Romance,falling into water|medical doctor|priest|roof leak|swimming in the ocean,Donovan's Reef ,Lee Marvin,Cesar Romero,Jack Warden,John Ford,6.9,Lee_Marvin|Cesar_Romero|Jack_Warden|John_Ford,2
3936,Comedy|Drama,bare breasts|bra|panties|topless female nudity|underwear,The Dress ,Rijk de Gooyer,Ariane Schluter,Henri Garcin,Alex van Warmerdam,7.0,Rijk_de_Gooyer|Ariane_Schluter|Henri_Garcin|Alex_van_Warmerdam,2
3937,Drama|Fantasy|Romance|War,heaven|pilot|teacher|training|world war two,A Guy Named Joe ,Spencer Tracy,Esther Williams,Irene Dunne,Victor Fleming,7.0,Spencer_Tracy|Esther_Williams|Irene_Dunne|Victor_Fleming,19
3938,Comedy|Western,railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874,Blazing Saddles ,Madeline Kahn,David Huddleston,Harvey Korman,Mel Brooks,7.8,Madeline_Kahn|David_Huddleston|Harvey_Korman|Mel_Brooks,17
3939,Horror|Thriller,friday the thirteenth|hockey mask|jason voorhees|morgue|slasher,Friday the 13th: The Final Chapter ,Judie Aronson,Tom Everett,Kimberly Beck,Joseph Zito,5.9,Judie_Aronson|Tom_Everett|Kimberly_Beck|Joseph_Zito,11
3940,Drama,convent|jew|jewish|nun|poland,Ida ,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza,Pawel Pawlikowski,7.4,Joanna_Kulig|Agata_Trzebuchowska|Agata_Kulesza|Pawel_Pawlikowski,3
3941,Drama|Romance,homosexuality|love|male full frontal nudity|male rear nudity|one word title,Maurice ,Rupert Graves,Denholm Elliott,Simon Callow,James Ivory,7.8,Rupert_Graves|Denholm_Elliott|Simon_Callow|James_Ivory,19
3942,Comedy|Sport,baseball|baseball movie|beer|slacker|softball,Beer League ,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,Frank Sebastiano,6.0,Joe_Lo_Truglio|Laurie_Metcalf|Seymour_Cassel|Frank_Sebastiano,17
3943,Documentary|History|Sport,beach|surfing|surfing contest|two word title|wave,Riding Giants ,Gerry Lopez,Gabrielle Reece,Laird John Hamilton,Stacy Peralta,7.9,Gerry_Lopez|Gabrielle_Reece|Laird_John_Hamilton|Stacy_Peralta,22
3944,Horror|Mystery|Sci-Fi|Thriller,binoculars|hitchcockian|scissors|time machine|woods,Timecrimes ,Karra Elejalde,Nacho Vigalondo,B??rbara Goenaga,Nacho Vigalondo,7.2,Karra_Elejalde|Nacho_Vigalondo|B??rbara_Goenaga|Nacho_Vigalondo,11
3945,Action|Adventure|Comedy,color in title,Silver Medallist ,Jack Kao,Bo Huang,Zheng Xu,Hao Ning,7.4,Jack_Kao|Bo_Huang|Zheng_Xu|Hao_Ning,23
3946,Horror|Thriller,hiking|voyeur|voyeurism|west virginia|woods,Timber Falls ,Brianna Brown,Nick Searcy,Beth Broderick,Tony Giglio,5.3,Brianna_Brown|Nick_Searcy|Beth_Broderick|Tony_Giglio,11
3947,Comedy|Musical|Romance,actress|chorus girl|fan|friend|love,Singin' in the Rain ,Rita Moreno,Debbie Reynolds,Cyd Charisse,Stanley Donen,8.3,Rita_Moreno|Debbie_Reynolds|Cyd_Charisse|Stanley_Donen,0
3948,Documentary,fat|food|health|juice|obese,"Fat, Sick & Nearly Dead ",Joe Cross,Joel Fuhrman,Amy Badberg,Joe Cross,7.6,Joe_Cross|Joel_Fuhrman|Amy_Badberg|Joe_Cross,22
3949,Comedy|Fantasy,hamburger|parody|priest|psychic|woman in a bikini,A Haunted House ,Essence Atkins,Alanna Ubach,J.B. Smoove,Michael Tiddes,5.1,Essence_Atkins|Alanna_Ubach|J.B._Smoove|Michael_Tiddes,17
3950,Documentary,critically bashed|partisan commentary|political propoganda|punctuation in title|reenactment,2016: Obama's America ,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,Dinesh D'Souza,5.1,Barack_Obama|Zackary_Steven_Graham|Dinesh_D'Souza|Dinesh_D'Souza,22
3951,Comedy|Drama|Music,band|drummer|jazz|pennsylvania|song,That Thing You Do! ,Tom Hanks,Charlize Theron,Ethan Embry,Tom Hanks,6.9,Tom_Hanks|Charlize_Theron|Ethan_Embry|Tom_Hanks,32
3952,Horror|Mystery|Sci-Fi,doctor|factory|halloween|holiday horror|stonehenge,Halloween III: Season of the Witch ,Tom Atkins,Dan O'Herlihy,Nancy Kyes,Tommy Lee Wallace,4.6,Tom_Atkins|Dan_O'Herlihy|Nancy_Kyes|Tommy_Lee_Wallace,1
3953,Action|Sci-Fi,ape|fear|future|spacecraft|spaceship,Escape from the Planet of the Apes ,Roddy McDowall,M. Emmet Walsh,Sal Mineo,Don Taylor,6.3,Roddy_McDowall|M._Emmet_Walsh|Sal_Mineo|Don_Taylor,4
3954,Drama,alcoholism|forename as title|rancher|rodeo cowboy|texas,Hud ,Patricia Neal,Melvyn Douglas,Whit Bissell,Martin Ritt,7.9,Patricia_Neal|Melvyn_Douglas|Whit_Bissell|Martin_Ritt,3
3955,Comedy|Documentary,lying|montreal|reference to twitter|reference to youtube|toronto,Kevin Hart: Let Me Explain ,David Jason Perez,La'Princess Jackson,Dana Hanna,Leslie Small,6.7,David_Jason_Perez|La'Princess_Jackson|Dana_Hanna|Leslie_Small,22
3956,Drama,friend|hustler|italy|narcolepsy|traveling,My Own Private Idaho ,Keanu Reeves,Udo Kier,Flea,Gus Van Sant,7.1,Keanu_Reeves|Udo_Kier|Flea|Gus_Van_Sant,3
3957,Comedy|Drama|Romance,actor|doctor|drugs|home|pain,Garden State ,Armando Riesco,Michael Weston,Jill Flint,Zach Braff,7.6,Armando_Riesco|Michael_Weston|Jill_Flint|Zach_Braff,2
3958,Drama|Romance,american|conversations|kiss|love|train,Before Sunrise ,Hanno P??schl,Hans Weingartner,Dominik Castell,Richard Linklater,8.1,Hanno_P??schl|Hans_Weingartner|Dominik_Castell|Richard_Linklater,19
3959,Action|Drama|Horror|Thriller,canadian gothic|hospital|murder|paranormal|supernatural,Sur le seuil ,Patrick Huard,Michel C??t??,Jean Pierre Bergeron,??ric Tessier,6.6,Patrick_Huard|Michel_C??t??|Jean_Pierre_Bergeron|??ric_Tessier,6
3960,Drama,hospital|love|mennonite|shower|song,Jesus' Son ,Billy Crudup,Samantha Morton,Mark Webber,Alison Maclean,7.0,Billy_Crudup|Samantha_Morton|Mark_Webber|Alison_Maclean,3
3961,Comedy|Drama|Romance,chinese|chinese american|lesbian love|mother daughter relationship|surgeon,Saving Face ,Joan Chen,Ato Essandoh,Jessica Hecht,Alice Wu,7.6,Joan_Chen|Ato_Essandoh|Jessica_Hecht|Alice_Wu,2
3962,Drama,arranged marriage|bangladesh|buckingham palace|september 11 2001|title directed by female,Brick Lane ,Satish Kaushik,Christopher Simpson,Tannishtha Chatterjee,Sarah Gavron,6.7,Satish_Kaushik|Christopher_Simpson|Tannishtha_Chatterjee|Sarah_Gavron,3
3963,Comedy|Crime|Drama|Sci-Fi,burglary|dementia|near future|robot|thief,Robot & Frank ,Frank Langella,Joshua Ormond,Ana Gasteyer,Jake Schreier,7.1,Frank_Langella|Joshua_Ormond|Ana_Gasteyer|Jake_Schreier,47
3964,Drama|Romance,cancer|death|doctor|drinking|love,My Life Without Me ,Sarah Polley,Julian Richings,Amanda Plummer,Isabel Coixet,7.6,Sarah_Polley|Julian_Richings|Amanda_Plummer|Isabel_Coixet,19
3965,Comedy|Drama|Romance,crying man|high school|high school senior|men's clothing store|party,The Spectacular Now ,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi,James Ponsoldt,7.1,Shailene_Woodley|Jennifer_Jason_Leigh|Dayo_Okeniyi|James_Ponsoldt,2
3966,Comedy|Family|Musical|Romance|Short,student film|wonder years,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,William Hurt,Elden Henson,Michael Bower,Randall Miller,7.1,William_Hurt|Elden_Henson|Michael_Bower|Randall_Miller,2
3967,Comedy|Documentary|War,catholic|christian|jew|muslim|religion,Religulous ,Bill Maher,Tal Bachman,Steve Burg,Larry Charles,7.7,Bill_Maher|Tal_Bachman|Steve_Burg|Larry_Charles,22
3968,Documentary,alternative energy|energy|fuel|green|oil,Fuel ,Larry David,Sheryl Crow,George W. Bush,Joshua Tickell,7.6,Larry_David|Sheryl_Crow|George_W._Bush|Joshua_Tickell,22
3969,Comedy|Drama|Family,dolphin|island|research|tourist|town,Eye of the Dolphin ,Katharine Ross,Carly Schroeder,George Harris,Michael D. Sellers,5.7,Katharine_Ross|Carly_Schroeder|George_Harris|Michael_D._Sellers,2
3970,Documentary,church|marriage|mormon|mormon church|proposition,8: The Mormon Proposition ,Dustin Lance Black,Emily Pearson,Gavin Newsom,Reed Cowan,7.1,Dustin_Lance_Black|Emily_Pearson|Gavin_Newsom|Reed_Cowan,22
3971,Comedy|Drama|Romance,birthday|call center|fiance|hotel|indian,The Other End of the Line ,Larry Miller,Anupam Kher,Shriya Saran,James Dodson,6.2,Larry_Miller|Anupam_Kher|Shriya_Saran|James_Dodson,2
3972,Horror|Thriller,dissection|male pubic hair|medical school|medical student|train,Anatomy ,Benno F??rmann,R??diger Vogler,Sebastian Blomberg,Stefan Ruzowitzky,6.1,Benno_F??rmann|R??diger_Vogler|Sebastian_Blomberg|Stefan_Ruzowitzky,11
3973,Drama|Romance|Sci-Fi|Thriller,computer|future|mexican immigrant|network|wilhelm scream,Sleep Dealer ,Leonor Varela,Jacob Vargas,Tenoch Huerta,Alex Rivera,5.9,Leonor_Varela|Jacob_Vargas|Tenoch_Huerta|Alex_Rivera,19
3974,Comedy|Crime|Drama,drug dealer|superhero|tragedy|tragic hero|tragic love,Super ,Linda Cardellini,Rainn Wilson,Paul T. Taylor,James Gunn,6.8,Linda_Cardellini|Rainn_Wilson|Paul_T._Taylor|James_Gunn,47
3975,Comedy|Drama|Family|Romance,boss|holiday|letter|north pole|santa,Christmas Mail ,Ashley Scott,Piper Mackenzie Harris,Lochlyn Munro,John Murlowski,5.8,Ashley_Scott|Piper_Mackenzie_Harris|Lochlyn_Munro|John_Murlowski,2
3976,Comedy|Horror,catering|monster|one word title|party|wasp,Stung ,Clifton Collins Jr.,Cecilia Pillado,David Masterson,Benni Diez,5.0,Clifton_Collins_Jr.|Cecilia_Pillado|David_Masterson|Benni_Diez,1
3977,Drama|History,actor|bus|march|million man march|religion,Get on the Bus ,Bernie Mac,Harry Lennix,Andre Braugher,Spike Lee,6.8,Bernie_Mac|Harry_Lennix|Andre_Braugher|Spike_Lee,3
3978,Drama|Horror|Mystery|Thriller,bound with duct tape|flash forward|number|riddle|stalking,Thr3e ,Marc Blucas,Max Ryan,Justine Waddell,Robby Henson,5.1,Marc_Blucas|Max_Ryan|Justine_Waddell|Robby_Henson,31
3979,Adventure|Comedy|Sci-Fi,experiment|future|hibernation|stupidity|top secret,Idiocracy ,Anthony 'Citric' Campos,Patrick Fischler,David Herman,Mike Judge,6.6,Anthony_'Citric'_Campos|Patrick_Fischler|David_Herman|Mike_Judge,4
3980,Crime|Drama,england|racism|racist|skinhead|violence,This Is England ,Stephen Graham,Joseph Gilgun,Jack O'Connell,Shane Meadows,7.7,Stephen_Graham|Joseph_Gilgun|Jack_O'Connell|Shane_Meadows,3
3981,Comedy|Sci-Fi,acronym in title|period in title|title ends with period,Alien Uprising ,Julian Glover,Sean Pertwee,Bianca Brigitte VanDamme,Dominic Burns,3.1,Julian_Glover|Sean_Pertwee|Bianca_Brigitte_VanDamme|Dominic_Burns,17
3982,Comedy|Musical,college|teacher|theatrical producer|tutu|wedding,Bathing Beauty ,Esther Williams,Basil Rathbone,Red Skelton,George Sidney,6.5,Esther_Williams|Basil_Rathbone|Red_Skelton|George_Sidney,17
3983,Drama|Musical,exclamation point in title|imperative in title|punctuation in title|three word title,Go for It! ,Jossara Jinaro,Aimee Garcia,Rene Rosado,Carmen Marron,3.9,Jossara_Jinaro|Aimee_Garcia|Rene_Rosado|Carmen_Marron,3
3984,Comedy|Drama|Family,best friend|friendship|population|state in title|texas,"Dancer, Texas Pop. 81 ",Ethan Embry,Michael O'Neill,Alexandra Holden,Tim McCanlies,6.8,Ethan_Embry|Michael_O'Neill|Alexandra_Holden|Tim_McCanlies,2
3985,Drama|Family|Musical|Romance,gambling|interracial marriage|love|miscegenation|showboat,Show Boat ,Agnes Moorehead,Ava Gardner,Howard Keel,George Sidney,7.0,Agnes_Moorehead|Ava_Gardner|Howard_Keel|George_Sidney,19
3986,Drama,death of loved one|loss of father|loss of loved one|musician|singer,Redemption Road ,Tom Skerritt,Cinda McCain,Luke Perry,Mario Van Peebles,5.9,Tom_Skerritt|Cinda_McCain|Luke_Perry|Mario_Van_Peebles,3
3987,Thriller,bouquet|house fire|praying|serial killer|tied to a chair,The Calling ,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,Jason Stone,5.8,Topher_Grace|Ellen_Burstyn|Christopher_Heyerdahl|Jason_Stone,11
3988,Adventure|Animation|Comedy|Family|Fantasy|Musical,journey|obsolescence|radio|toaster|vacuum cleaner,The Brave Little Toaster ,Jon Lovitz,Phil Hartman,Mindy Sterling,Jerry Rees,7.3,Jon_Lovitz|Phil_Hartman|Mindy_Sterling|Jerry_Rees,16
3989,Horror|Thriller,defecation|hockey mask|jason voorhees|lake|serial killer,Friday the 13th Part III ,Richard Brooker,Dana Kimmell,Catherine Parks,Steve Miner,5.7,Richard_Brooker|Dana_Kimmell|Catherine_Parks|Steve_Miner,11
3990,Horror|Mystery|Thriller,jason voorhees|murder|new jersey|nightmare|teenager,Friday the 13th: A New Beginning ,Tiffany Helm,Melanie Kinnaman,Dominick Brascia,Danny Steinmann,4.7,Tiffany_Helm|Melanie_Kinnaman|Dominick_Brascia|Danny_Steinmann,11
3991,Drama,1850s|christian film|dark secret|funeral|sin eater,The Last Sin Eater ,Henry Thomas,Louise Fletcher,A.J. Buckley,Michael Landon Jr.,5.9,Henry_Thomas|Louise_Fletcher|A.J._Buckley|Michael_Landon_Jr.,3
3992,Drama,belief|faith|pastor|question in title|three word title,Do You Believe? ,Alexa PenaVega,Delroy Lindo,Madison Pettis,Jon Gunn,5.9,Alexa_PenaVega|Delroy_Lindo|Madison_Pettis|Jon_Gunn,3
3993,Thriller,championship|hit and run|police|police investigation|volleyball,Impact Point ,Brian Austin Green,Kayla Ewell,Linden Ashby,Hayley Cloake,4.3,Brian_Austin_Green|Kayla_Ewell|Linden_Ashby|Hayley_Cloake,11
3994,Drama,immigrant|maid|steel mill|strike|union,The Valley of Decision ,Jessica Tandy,Greer Garson,Lionel Barrymore,Tay Garnett,7.5,Jessica_Tandy|Greer_Garson|Lionel_Barrymore|Tay_Garnett,3
3995,Drama|Thriller,flare gun|island|plane crash|soccer team|stranded,Eden ,Jessica Lowndes,Ethan Peck,Brad Schmidt,Shyam Madiraju,4.8,Jessica_Lowndes|Ethan_Peck|Brad_Schmidt|Shyam_Madiraju,3
3996,Comedy|Drama|Romance,acceptance|coming out to family|gay|large family|wedding,Chicken Tikka Masala ,Saeed Jaffrey,Zohra Segal,Shobu Kapoor,Harmage Singh Kalirai,5.8,Saeed_Jaffrey|Zohra_Segal|Shobu_Kapoor|Harmage_Singh_Kalirai,2
3997,Comedy|Music|Romance,claim in title|contraction in title|new york|new york city|woodstock,Always Woodstock ,Ryan Guzman,James Wolk,Jason Ritter,Rita Merson,5.3,Ryan_Guzman|James_Wolk|Jason_Ritter|Rita_Merson,2
3998,Action|Comedy|Horror,cult film|demon|monster slayer|uncle|vomiting,Jack Brooks: Monster Slayer ,Rachel Skarsten,Daniel Kash,Stefanie Drummond,Jon Knautz,6.0,Rachel_Skarsten|Daniel_Kash|Stefanie_Drummond|Jon_Knautz,1
3999,Drama|Romance|War,love|pity|readjusting to civilian life|veteran|world war two veteran,The Best Years of Our Lives ,Myrna Loy,Teresa Wright,Dana Andrews,William Wyler,8.1,Myrna_Loy|Teresa_Wright|Dana_Andrews|William_Wyler,19
4000,Biography|Crime|Drama,cruelty|friend|male frontal nudity|male nudity|pubic hair,Bully ,Kelli Garner,Nick Stahl,Brad Renfro,Larry Clark,7.0,Kelli_Garner|Nick_Stahl|Brad_Renfro|Larry_Clark,3
4001,Comedy|Drama,friendship|mental illness|poet|sex obsession|virgin,Elling ,J??rgen Langhelle,Per Christian Ellefsen,Sven Nordin,Petter N??ss,7.6,J??rgen_Langhelle|Per_Christian_Ellefsen|Sven_Nordin|Petter_N??ss,2
4002,Horror,apartment building|character's point of view camera shot|fire station|subjective camera|television reporter,[Rec] ,Manuela Velasco,Pablo Rosso,Carlos Lasarte,Jaume Balaguer??,7.5,Manuela_Velasco|Pablo_Rosso|Carlos_Lasarte|Jaume_Balaguer??,1
4003,Horror|Sci-Fi|Thriller,hazmat suit,Containment ,Walter Hendrix III,Michael Chapman,Louise Brealey,Neil Mcenery-West,4.8,Walter_Hendrix_III|Michael_Chapman|Louise_Brealey|Neil_Mcenery-West,11
4004,Action|Adventure|Thriller,assassin|british agent|british secret service|decoder|russian,From Russia with Love ,Robert Shaw,Daniela Bianchi,Lois Maxwell,Terence Young,7.5,Robert_Shaw|Daniela_Bianchi|Lois_Maxwell|Terence_Young,21
4005,Action|Comedy|Horror|Sci-Fi,bare breasts|japan|tokyo japan|toxic avenger|troma,The Toxic Avenger Part II ,Phoebe Legere,Jessica Dublin,Lisa Gaye,Michael Herz,5.1,Phoebe_Legere|Jessica_Dublin|Lisa_Gaye|Michael_Herz,4
4006,Comedy|Sci-Fi,frozen|future|health food|leader|police,Sleeper ,Woody Allen,John Beck,Mews Small,Woody Allen,7.3,Woody_Allen|John_Beck|Mews_Small|Woody_Allen,5
4007,Horror|Mystery,ambiguous ending|being followed|sex scene|supernatural|supernatural being,It Follows ,Maika Monroe,Ruby Harris,Jake Weary,David Robert Mitchell,6.9,Maika_Monroe|Ruby_Harris|Jake_Weary|David_Robert_Mitchell,1
4008,Comedy,aphrodisiac|court jester|jester|queen|written and directed by cast member,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,Woody Allen,John Carradine,Lynn Redgrave,Woody Allen,6.8,Woody_Allen|John_Carradine|Lynn_Redgrave|Woody_Allen,5
4009,Crime|Drama,1930s|alabama|lawyer|six year old|trial,To Kill a Mockingbird ,Robert Duvall,Brock Peters,William Windom,Robert Mulligan,8.4,Robert_Duvall|Brock_Peters|William_Windom|Robert_Mulligan,3
4010,Action|Adventure|Sci-Fi|Thriller,australian|gasoline|post apocalypse|refinery|warrior,Mad Max 2: The Road Warrior ,Vernon Wells,Bruce Spence,Kjell Nilsson,George Miller,7.6,Vernon_Wells|Bruce_Spence|Kjell_Nilsson|George_Miller,21
4011,Action|Comedy,battle|fight|fighting|martial artist|snake,The Legend of Drunken Master ,Andy Lau,Anita Mui,Ho-Sung Pak,Chia-Liang Liu,7.6,Andy_Lau|Anita_Mui|Ho-Sung_Pak|Chia-Liang_Liu,17
4012,Biography|Crime|Drama|Romance,drinking|female dressed as male|love|nebraska|transgender,Boys Don't Cry ,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette,Kimberly Peirce,7.6,Alicia_Goranson|Brendan_Sexton_III|Jeannetta_Arnette|Kimberly_Peirce,19
4013,Drama|Horror|Mystery|Thriller,bound and gagged|girl|haunted house|hearing noises|uninterrupted shot,Silent House ,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese,Chris Kentis,5.3,Eric_Sheffer_Stevens|Julia_Taylor_Ross|Adam_Trese|Chris_Kentis,31
4014,Drama|Thriller,east germany|police|secret police|stasi|writer,The Lives of Others ,Sebastian Koch,Ulrich M??he,Martina Gedeck,Florian Henckel von Donnersmarck,8.5,Sebastian_Koch|Ulrich_M??he|Martina_Gedeck|Florian_Henckel_von_Donnersmarck,3
4015,Drama,faith|fatherhood|integrity|police|responsibility,Courageous ,Ben Davies,Alex Kendrick,T.C. Stallings,Alex Kendrick,7.0,Ben_Davies|Alex_Kendrick|T.C._Stallings|Alex_Kendrick,3
4016,Drama|Sport,drink|manager|money|partner|pool hall,The Hustler ,George C. Scott,Jackie Gleason,Murray Hamilton,Robert Rossen,8.0,George_C._Scott|Jackie_Gleason|Murray_Hamilton|Robert_Rossen,3
4017,Adventure|Drama|Romance|Western,oil|oil field|oil tycoon|partnership|wildcatter,Boom Town ,Hedy Lamarr,Spencer Tracy,Claudette Colbert,Jack Conway,7.1,Hedy_Lamarr|Spencer_Tracy|Claudette_Colbert|Jack_Conway,13
4018,Animation|Comedy|Drama,belleville|dog|mafia|tour de france|very little dialogue,The Triplets of Belleville ,Michel Robin,Charles Linton,B??atrice Bonifassi,Sylvain Chomet,7.8,Michel_Robin|Charles_Linton|B??atrice_Bonifassi|Sylvain_Chomet,2
4019,Comedy|Drama,family abandonment|fire|loss of father|native american protagonist|native american reservation,Smoke Signals ,Michael Greyeyes,Irene Bedard,Gary Farmer,Chris Eyre,7.2,Michael_Greyeyes|Irene_Bedard|Gary_Farmer|Chris_Eyre,2
4020,Biography|Comedy|Drama,1980s|comic book|dark horse comics|reference to david letterman|robert crumb,American Splendor ,Josh Hutcherson,James Urbaniak,Daniel Tay,Shari Springer Berman,7.5,Josh_Hutcherson|James_Urbaniak|Daniel_Tay|Shari_Springer_Berman,2
4021,Drama|Romance,book|bookstore|love|simultaneity|train,Before Sunset ,Vernon Dobtcheff,Albert Delpy,Marie Pillet,Richard Linklater,8.0,Vernon_Dobtcheff|Albert_Delpy|Marie_Pillet|Richard_Linklater,19
4022,Drama|Thriller,animal in title|dog fight|mexico city|multiple perspectives|nonlinear timeline,Amores Perros ,Adriana Barraza,Jorge Salinas,Goya Toledo,Alejandro G. I????rritu,8.1,Adriana_Barraza|Jorge_Salinas|Goya_Toledo|Alejandro_G._I????rritu,3
4023,Drama,13 year olds|adolescence|friend|peer pressure|teacher,Thirteen ,Holly Hunter,Sarah Clarke,Kip Pardue,Catherine Hardwicke,6.8,Holly_Hunter|Sarah_Clarke|Kip_Pardue|Catherine_Hardwicke,3
4024,Drama|Romance,bigotry|jewish|prejudice|racism|writer,Gentleman's Agreement ,Dean Stockwell,Celeste Holm,John Garfield,Elia Kazan,7.4,Dean_Stockwell|Celeste_Holm|John_Garfield|Elia_Kazan,19
4025,Drama,bail|crystal meth|family relationships|female protagonist|search for father,Winter's Bone ,Jennifer Lawrence,Shelley Waggener,Lauren Sweetser,Debra Granik,7.2,Jennifer_Lawrence|Shelley_Waggener|Lauren_Sweetser|Debra_Granik,3
4026,Adventure|Documentary|Drama|Sport,bone|climbing|crevasse|partner|rope,Touching the Void ,Nicholas Aaron,Brendan Mackey,Joe Simpson,Kevin Macdonald,8.1,Nicholas_Aaron|Brendan_Mackey|Joe_Simpson|Kevin_Macdonald,13
4027,Drama|Musical|Romance,band|dance|ragtime|singer|violinist,Alexander's Ragtime Band ,Tyrone Power,Don Ameche,John Carradine,Henry King,7.0,Tyrone_Power|Don_Ameche|John_Carradine|Henry_King,19
4028,Comedy|Drama,fellatio|seven word title|shoe salesman|title directed by female|written by director,Me and You and Everyone We Know ,Najarra Townsend,Brad William Henke,Miranda July,Miranda July,7.4,Najarra_Townsend|Brad_William_Henke|Miranda_July|Miranda_July,2
4029,Crime|Documentary,florida|iceland|interview|new york city new york|recession,Inside Job ,Matt Damon,George W. Bush,Barney Frank,Charles Ferguson,8.3,Matt_Damon|George_W._Bush|Barney_Frank|Charles_Ferguson,12
